ID,isChild,Integer_encoding,Genotype,Mutation type,Crossover type,Search strategy,Type,Epochs,Accuracy,Loss,FLOPs,CPU Sec,Number of Parameters,Parent1,Parent2,Before Mutation,HD_P1,HD_P2,HD_BM
MO-OP(2)[M]-MO-OP(1)[M](2)[M],TRUE,"[1, 0, 0, 1, 1, 1, 2, -1, 1, 1, 1, 1, 5, 4, 0, 5, 0, 3]","[{'INP': 32}, {'CONV': [32, 3]}, {'CONV': [64, 5]}, {'POOLMAX': [-1, 3]}, {'CONV': [64, 5]}, {'FLATTEN': None}, {'DENSE': [128, 'relu']}, {'DENSE': [10, 'softmax']}]",L_CHANGE_TYPE,SPC,GA,S,8,0.730300009,1.181622863,64455262,41.44855738,975242,"[2, -1, 1, 3, -1, 1, 2, -1, 1, 1, 1, 1, 5, 4, 0, 5, 0, 3]","[1, 0, 0, 2, -1, 1, 1, 1, 2, 2, -1, 0, 5, 4, 0, 5, 0, 3]","[1, 0, 0, 2, -1, 1, 2, -1, 1, 1, 1, 1, 5, 4, 0, 5, 0, 3]",5,8,2
LC,FALSE,"[1, 0, 0, 1, 1, 1, 1, 0, 2, 2, -1, 1, 5, 3, 0, 5, 0, 3]","[{'INP': 32}, {'CONV': [32, 3]}, {'CONV': [64, 5]}, {'CONV': [32, 7]}, {'POOLMAX': [-1, 3]}, {'FLATTEN': None}, {'DENSE': [64, 'relu']}, {'DENSE': [10, 'softmax']}]",L_MODIFY_PARAMS,TPC,GA,S,8,0.680100024,0.999097466,156359422,42.31883144,358058,[],[],[],-1,-1,-1
MO,FALSE,"[1, 0, 0, 1, 0, 1, 2, -1, 1, 1, 1, 1, 5, 4, 0, 5, 0, 3]","[{'INP': 32}, {'CONV': [32, 3]}, {'CONV': [32, 5]}, {'POOLMAX': [-1, 3]}, {'CONV': [64, 5]}, {'FLATTEN': None}, {'DENSE': [128, 'relu']}, {'DENSE': [10, 'softmax']}]",L_MODIFY_PARAMS,TPC,GA,S,8,0.716099977,1.217490554,33090078,41.32793903,898410,[],[],[],-1,-1,-1
LC-MO(1),TRUE,"[1, 0, 0, 1, 1, 1, 2, -1, 1, 2, -1, 1, 5, 3, 0, 5, 0, 3]","[{'INP': 32}, {'CONV': [32, 3]}, {'CONV': [64, 5]}, {'CONV': [32, 3]}, {'POOLMAX': [-1, 3]}, {'FLATTEN': None}, {'DENSE': [64, 'relu']}, {'DENSE': [10, 'softmax']}]",L_MODIFY_PARAMS,TPC,GA,S,8,0.701799989,0.9123137,72473342,41.72088218,276138,"[1, 0, 0, 1, 1, 1, 1, 0, 2, 2, -1, 1, 5, 3, 0, 5, 0, 3]","[1, 0, 0, 1, 0, 1, 2, -1, 1, 1, 1, 1, 5, 4, 0, 5, 0, 3]",[],-1,-1,-1
LC-MO(2),TRUE,"[1, 0, 0, 1, 0, 1, 1, 0, 2, 1, 1, 1, 5, 4, 0, 5, 0, 3]","[{'INP': 32}, {'CONV': [32, 3]}, {'CONV': [32, 5]}, {'CONV': [32, 7]}, {'CONV': [64, 5]}, {'FLATTEN': None}, {'DENSE': [128, 'relu']}, {'DENSE': [10, 'softmax']}]",L_MODIFY_PARAMS,TPC,GA,S,8,0.633599997,1.961738825,139380062,46.07671642,8518026,"[1, 0, 0, 1, 1, 1, 1, 0, 2, 2, -1, 1, 5, 3, 0, 5, 0, 3]","[1, 0, 0, 1, 0, 1, 2, -1, 1, 1, 1, 1, 5, 4, 0, 5, 0, 3]",[],-1,-1,-1
MO,FALSE,"[1, 0, 0, 1, 0, 1, 2, -1, 1, 1, 1, 1, 5, 4, 0, 5, 0, 3]","[{'INP': 32}, {'CONV': [32, 3]}, {'CONV': [32, 5]}, {'POOLMAX': [-1, 3]}, {'CONV': [64, 5]}, {'FLATTEN': None}, {'DENSE': [128, 'relu']}, {'DENSE': [10, 'softmax']}]",L_MODIFY_PARAMS,TPC,GA,S,8,0.723800004,1.31381011,33090078,41.89300823,898410,[],[],[],-1,-1,-1
OP,FALSE,"[1, 1, 2, 2, -1, 1, 1, 1, 2, 3, -1, 1, 5, 4, 0, 5, 0, 3]","[{'INP': 32}, {'CONV': [64, 7]}, {'POOLMAX': [-1, 3]}, {'CONV': [64, 7]}, {'POOLAVG': [-1, 3]}, {'FLATTEN': None}, {'DENSE': [128, 'relu']}, {'DENSE': [10, 'softmax']}]",L_MODIFY_PARAMS,TPC,GA,S,8,0.693199992,0.905478537,29846654,38.19021964,285386,[],[],[],-1,-1,-1
MO-OP(1),TRUE,"[1, 0, 0, 1, 0, 1, 1, 1, 2, 3, -1, 1, 5, 4, 0, 5, 0, 3]","[{'INP': 32}, {'CONV': [32, 3]}, {'CONV': [32, 5]}, {'CONV': [64, 7]}, {'POOLAVG': [-1, 3]}, {'FLATTEN': None}, {'DENSE': [128, 'relu']}, {'DENSE': [10, 'softmax']}]",L_MODIFY_PARAMS,TPC,GA,S,8,0.715300024,1.012794375,130774494,42.20451522,947562,"[1, 0, 0, 1, 0, 1, 2, -1, 1, 1, 1, 1, 5, 4, 0, 5, 0, 3]","[1, 1, 2, 2, -1, 1, 1, 1, 2, 3, -1, 1, 5, 4, 0, 5, 0, 3]",[],-1,-1,-1
MO-OP(2),TRUE,"[1, 1, 2, 2, -1, 1, 2, -1, 1, 1, 1, 1, 5, 4, 0, 5, 0, 3]","[{'INP': 32}, {'CONV': [64, 7]}, {'CONV': [64, 5]}, {'POOLMAX': [-1, 3]}, {'CONV': [64, 5]}, {'FLATTEN': None}, {'DENSE': [128, 'relu']}, {'DENSE': [10, 'softmax']}]",L_MODIFY_PARAMS,TPC,GA,S,8,0.6602,1.230486035,125649502,44.03748226,1035018,"[1, 0, 0, 1, 0, 1, 2, -1, 1, 1, 1, 1, 5, 4, 0, 5, 0, 3]","[1, 1, 2, 2, -1, 1, 1, 1, 2, 3, -1, 1, 5, 4, 0, 5, 0, 3]",[],-1,-1,-1
DN,FALSE,"[1, 3, 2, 1, 1, 2, 1, 0, 2, 2, -1, 1, 5, 3, 0, 5, 0, 3]","[{'INP': 32}, {'CONV': [256, 7]}, {'CONV': [64, 7]}, {'CONV': [32, 7]}, {'POOLMAX': [-1, 3]}, {'FLATTEN': None}, {'DENSE': [64, 'relu']}, {'DENSE': [10, 'softmax']}]",L_MODIFY_PARAMS,TPC,GA,S,8,0.64230001,1.086481452,963779326,70.72451448,1146666,[],[],[],-1,-1,-1
CL,FALSE,"[1, 0, 2, 3, -1, 0, 1, 2, 0, 1, 1, 2, 5, 5, 0, 5, 0, 3]","[{'INP': 32}, {'CONV': [32, 7]}, {'POOLAVG': [-1, 2]}, {'CONV': [128, 3]}, {'CONV': [64, 7]}, {'FLATTEN': None}, {'DENSE': [256, 'relu']}, {'DENSE': [10, 'softmax']}]",L_MODIFY_PARAMS,TPC,GA,S,8,0.629899979,1.590592146,121268894,43.64736891,4640330,[],[],[],-1,-1,-1
DN-CL(1),TRUE,"[1, 3, 2, 3, -1, 0, 1, 0, 2, 2, -1, 1, 5, 3, 0, 5, 0, 3]","[{'INP': 32}, {'CONV': [256, 7]}, {'POOLAVG': [-1, 2]}, {'CONV': [32, 7]}, {'POOLMAX': [-1, 3]}, {'FLATTEN': None}, {'DENSE': [64, 'relu']}, {'DENSE': [10, 'softmax']}]",L_MODIFY_PARAMS,TPC,GA,S,8,0.640299976,1.055618286,141617358,43.43818879,491242,"[1, 3, 2, 1, 1, 2, 1, 0, 2, 2, -1, 1, 5, 3, 0, 5, 0, 3]","[1, 0, 2, 3, -1, 0, 1, 2, 0, 1, 1, 2, 5, 5, 0, 5, 0, 3]",[],-1,-1,-1
DN-CL(2),TRUE,"[1, 0, 2, 1, 1, 2, 1, 2, 0, 1, 1, 2, 5, 5, 0, 5, 0, 3]","[{'INP': 32}, {'CONV': [32, 7]}, {'CONV': [64, 7]}, {'CONV': [128, 3]}, {'CONV': [64, 7]}, {'FLATTEN': None}, {'DENSE': [256, 'relu']}, {'DENSE': [10, 'softmax']}]",L_MODIFY_PARAMS,TPC,GA,S,8,0.100000001,2.302641153,611043998,64.72553492,17360522,"[1, 3, 2, 1, 1, 2, 1, 0, 2, 2, -1, 1, 5, 3, 0, 5, 0, 3]","[1, 0, 2, 3, -1, 0, 1, 2, 0, 1, 1, 2, 5, 5, 0, 5, 0, 3]",[],-1,-1,-1
LC-MO(1)[M],TRUE,"[1, 0, 0, 1, 1, 1, 1, 0, 0, 2, -1, 1, 5, 3, 0, 5, 0, 3]","[{'INP': 32}, {'CONV': [32, 3]}, {'CONV': [64, 5]}, {'CONV': [32, 3]}, {'POOLMAX': [-1, 3]}, {'FLATTEN': None}, {'DENSE': [64, 'relu']}, {'DENSE': [10, 'softmax']}]",L_MODIFY_PARAMS,TPC,GA,S,8,0.694299996,0.954876781,72473342,41.6561172,276138,"[1, 0, 0, 1, 1, 1, 1, 0, 2, 2, -1, 1, 5, 3, 0, 5, 0, 3]","[1, 0, 0, 1, 0, 1, 2, -1, 1, 1, 1, 1, 5, 4, 0, 5, 0, 3]","[1, 0, 0, 1, 1, 1, 2, -1, 1, 2, -1, 1, 5, 3, 0, 5, 0, 3]",1,7,3
LC-MO(2)[M],TRUE,"[1, 0, 0, 1, 1, 1, 1, 0, 2, 1, 1, 1, 5, 5, 0, 5, 0, 3]","[{'INP': 32}, {'CONV': [32, 3]}, {'CONV': [64, 5]}, {'CONV': [32, 7]}, {'CONV': [64, 5]}, {'FLATTEN': None}, {'DENSE': [256, 'relu']}, {'DENSE': [10, 'softmax']}]",L_MODIFY_PARAMS,TPC,GA,S,8,0.591000021,2.691465139,225381022,52.22490239,16983850,"[1, 0, 0, 1, 1, 1, 1, 0, 2, 2, -1, 1, 5, 3, 0, 5, 0, 3]","[1, 0, 0, 1, 0, 1, 2, -1, 1, 1, 1, 1, 5, 4, 0, 5, 0, 3]","[1, 0, 0, 1, 0, 1, 1, 0, 2, 1, 1, 1, 5, 4, 0, 5, 0, 3]",3,5,2
MO-OP(1)[M],TRUE,"[1, 0, 0, 1, 0, 1, 1, 1, 2, 3, -1, 1, 5, 5, 0, 5, 0, 3]","[{'INP': 32}, {'CONV': [32, 3]}, {'CONV': [32, 5]}, {'CONV': [64, 7]}, {'POOLAVG': [-1, 3]}, {'FLATTEN': None}, {'DENSE': [256, 'relu']}, {'DENSE': [10, 'softmax']}]",L_MODIFY_PARAMS,TPC,GA,S,8,0.695800006,1.586918116,131595038,42.77127934,1768170,"[1, 0, 0, 1, 0, 1, 2, -1, 1, 1, 1, 1, 5, 4, 0, 5, 0, 3]","[1, 1, 2, 2, -1, 1, 1, 1, 2, 3, -1, 1, 5, 4, 0, 5, 0, 3]","[1, 0, 0, 1, 0, 1, 1, 1, 2, 3, -1, 1, 5, 4, 0, 5, 0, 3]",6,5,1
MO-OP(2)[M],TRUE,"[1, 1, 2, 1, 1, 1, 2, -1, 1, 1, 1, 1, 5, 5, 0, 5, 0, 3]","[{'INP': 32}, {'CONV': [64, 7]}, {'CONV': [64, 5]}, {'POOLMAX': [-1, 3]}, {'CONV': [64, 5]}, {'FLATTEN': None}, {'DENSE': [256, 'relu']}, {'DENSE': [10, 'softmax']}]",L_MODIFY_PARAMS,TPC,GA,S,8,0.672200024,1.55477035,126470046,42.26010227,1855626,"[1, 0, 0, 1, 0, 1, 2, -1, 1, 1, 1, 1, 5, 4, 0, 5, 0, 3]","[1, 1, 2, 2, -1, 1, 1, 1, 2, 3, -1, 1, 5, 4, 0, 5, 0, 3]","[1, 1, 2, 2, -1, 1, 2, -1, 1, 1, 1, 1, 5, 4, 0, 5, 0, 3]",4,8,3
DN-CL(1)[M],TRUE,"[1, 3, 2, 3, -1, 0, 1, 0, 2, 2, -1, 0, 5, 3, 0, 5, 0, 3]","[{'INP': 32}, {'CONV': [256, 7]}, {'POOLAVG': [-1, 2]}, {'CONV': [32, 7]}, {'POOLMAX': [-1, 2]}, {'FLATTEN': None}, {'DENSE': [64, 'relu']}, {'DENSE': [10, 'softmax']}]",L_MODIFY_PARAMS,TPC,GA,S,8,0.630999982,1.073333144,141697726,41.9601202,571114,"[1, 3, 2, 1, 1, 2, 1, 0, 2, 2, -1, 1, 5, 3, 0, 5, 0, 3]","[1, 0, 2, 3, -1, 0, 1, 2, 0, 1, 1, 2, 5, 5, 0, 5, 0, 3]","[1, 3, 2, 3, -1, 0, 1, 0, 2, 2, -1, 1, 5, 3, 0, 5, 0, 3]",4,7,1
DN-CL(2)[M],TRUE,"[1, 0, 2, 1, 1, 2, 1, 2, 0, 1, 1, 2, 5, 5, 0, 5, 0, 3]","[{'INP': 32}, {'CONV': [32, 7]}, {'CONV': [64, 7]}, {'CONV': [128, 3]}, {'CONV': [64, 7]}, {'FLATTEN': None}, {'DENSE': [256, 'relu']}, {'DENSE': [10, 'softmax']}]",L_MODIFY_PARAMS,TPC,GA,S,8,0.100000001,2.302623987,611043998,63.64949822,17360522,"[1, 3, 2, 1, 1, 2, 1, 0, 2, 2, -1, 1, 5, 3, 0, 5, 0, 3]","[1, 0, 2, 3, -1, 0, 1, 2, 0, 1, 1, 2, 5, 5, 0, 5, 0, 3]","[1, 0, 2, 1, 1, 2, 1, 2, 0, 1, 1, 2, 5, 5, 0, 5, 0, 3]",7,3,0
LC-MO(2)[M],FALSE,"[1, 0, 0, 1, 1, 1, 1, 0, 2, 1, 1, 1, 5, 5, 0, 5, 0, 3]","[{'INP': 32}, {'CONV': [32, 3]}, {'CONV': [64, 5]}, {'CONV': [32, 7]}, {'CONV': [64, 5]}, {'FLATTEN': None}, {'DENSE': [256, 'relu']}, {'DENSE': [10, 'softmax']}]",L_MODIFY_PARAMS,TPC,GA,S,8,0.627499998,2.189970493,225381022,51.85445356,16983850,[],[],[],3,5,2
DN-CL(2)[M],FALSE,"[1, 0, 2, 1, 1, 2, 1, 2, 0, 1, 1, 2, 5, 5, 0, 5, 0, 3]","[{'INP': 32}, {'CONV': [32, 7]}, {'CONV': [64, 7]}, {'CONV': [128, 3]}, {'CONV': [64, 7]}, {'FLATTEN': None}, {'DENSE': [256, 'relu']}, {'DENSE': [10, 'softmax']}]",L_MODIFY_PARAMS,TPC,GA,S,8,0.533200026,2.292239904,611043998,64.33519888,17360522,[],[],[],7,3,0
LC-MO(2)[M]-DN-CL(2)[M](1),TRUE,"[1, 0, 0, 1, 1, 2, 1, 2, 0, 1, 1, 2, 5, 5, 0, 5, 0, 3]","[{'INP': 32}, {'CONV': [32, 3]}, {'CONV': [64, 7]}, {'CONV': [128, 3]}, {'CONV': [64, 7]}, {'FLATTEN': None}, {'DENSE': [256, 'relu']}, {'DENSE': [10, 'softmax']}]",L_MODIFY_PARAMS,TPC,GA,S,8,0.100000001,2.302602291,607111838,63.8200202,17356682,"[1, 0, 0, 1, 1, 1, 1, 0, 2, 1, 1, 1, 5, 5, 0, 5, 0, 3]","[1, 0, 2, 1, 1, 2, 1, 2, 0, 1, 1, 2, 5, 5, 0, 5, 0, 3]",[],-1,-1,-1
LC-MO(2)[M]-DN-CL(2)[M](2),TRUE,"[1, 0, 2, 1, 1, 1, 1, 0, 2, 1, 1, 1, 5, 5, 0, 5, 0, 3]","[{'INP': 32}, {'CONV': [32, 7]}, {'CONV': [64, 5]}, {'CONV': [32, 7]}, {'CONV': [64, 5]}, {'FLATTEN': None}, {'DENSE': [256, 'relu']}, {'DENSE': [10, 'softmax']}]",L_MODIFY_PARAMS,TPC,GA,S,8,0.560000002,2.980888844,229313182,52.45854044,16987690,"[1, 0, 0, 1, 1, 1, 1, 0, 2, 1, 1, 1, 5, 5, 0, 5, 0, 3]","[1, 0, 2, 1, 1, 2, 1, 2, 0, 1, 1, 2, 5, 5, 0, 5, 0, 3]",[],-1,-1,-1
DN-CL(2)[M],FALSE,"[1, 0, 2, 1, 1, 2, 1, 2, 0, 1, 1, 2, 5, 5, 0, 5, 0, 3]","[{'INP': 32}, {'CONV': [32, 7]}, {'CONV': [64, 7]}, {'CONV': [128, 3]}, {'CONV': [64, 7]}, {'FLATTEN': None}, {'DENSE': [256, 'relu']}, {'DENSE': [10, 'softmax']}]",L_MODIFY_PARAMS,TPC,GA,S,8,0.541599989,1.348909378,611043998,64.44970107,17360522,[],[],[],7,3,0
LC-MO(2)[M],FALSE,"[1, 0, 0, 1, 1, 1, 1, 0, 2, 1, 1, 1, 5, 5, 0, 5, 0, 3]","[{'INP': 32}, {'CONV': [32, 3]}, {'CONV': [64, 5]}, {'CONV': [32, 7]}, {'CONV': [64, 5]}, {'FLATTEN': None}, {'DENSE': [256, 'relu']}, {'DENSE': [10, 'softmax']}]",L_MODIFY_PARAMS,TPC,GA,S,8,0.632600009,2.591799498,225381022,52.60240364,16983850,[],[],[],3,5,2
DN-CL(2)[M]-LC-MO(2)[M](1),TRUE,"[1, 0, 2, 1, 1, 2, 1, 0, 2, 1, 1, 2, 5, 5, 0, 5, 0, 3]","[{'INP': 32}, {'CONV': [32, 7]}, {'CONV': [64, 7]}, {'CONV': [32, 7]}, {'CONV': [64, 7]}, {'FLATTEN': None}, {'DENSE': [256, 'relu']}, {'DENSE': [10, 'softmax']}]",L_MODIFY_PARAMS,TPC,GA,S,8,0.519299984,3.17300868,329976478,56.97792053,17085994,"[1, 0, 2, 1, 1, 2, 1, 2, 0, 1, 1, 2, 5, 5, 0, 5, 0, 3]","[1, 0, 0, 1, 1, 1, 1, 0, 2, 1, 1, 1, 5, 5, 0, 5, 0, 3]",[],-1,-1,-1
DN-CL(2)[M]-LC-MO(2)[M](2),TRUE,"[1, 0, 0, 1, 1, 1, 1, 2, 0, 1, 1, 1, 5, 5, 0, 5, 0, 3]","[{'INP': 32}, {'CONV': [32, 3]}, {'CONV': [64, 5]}, {'CONV': [128, 3]}, {'CONV': [64, 5]}, {'FLATTEN': None}, {'DENSE': [256, 'relu']}, {'DENSE': [10, 'softmax']}]",L_MODIFY_PARAMS,TPC,GA,S,8,0.100000001,2.302666187,355453598,56.17780852,17110922,"[1, 0, 2, 1, 1, 2, 1, 2, 0, 1, 1, 2, 5, 5, 0, 5, 0, 3]","[1, 0, 0, 1, 1, 1, 1, 0, 2, 1, 1, 1, 5, 5, 0, 5, 0, 3]",[],-1,-1,-1
LC-MO(2)[M],FALSE,"[1, 0, 0, 1, 1, 1, 1, 0, 2, 1, 1, 1, 5, 5, 0, 5, 0, 3]","[{'INP': 32}, {'CONV': [32, 3]}, {'CONV': [64, 5]}, {'CONV': [32, 7]}, {'CONV': [64, 5]}, {'FLATTEN': None}, {'DENSE': [256, 'relu']}, {'DENSE': [10, 'softmax']}]",L_MODIFY_PARAMS,TPC,GA,S,8,0.629199982,2.479177952,225381022,52.90290356,16983850,[],[],[],3,5,2
LC-MO(1)[M],FALSE,"[1, 0, 0, 1, 1, 1, 1, 0, 0, 2, -1, 1, 5, 3, 0, 5, 0, 3]","[{'INP': 32}, {'CONV': [32, 3]}, {'CONV': [64, 5]}, {'CONV': [32, 3]}, {'POOLMAX': [-1, 3]}, {'FLATTEN': None}, {'DENSE': [64, 'relu']}, {'DENSE': [10, 'softmax']}]",L_MODIFY_PARAMS,TPC,GA,S,8,0.681699991,0.963407695,72473342,42.64044952,276138,[],[],[],1,7,3
LC-MO(2)[M]-LC-MO(1)[M](1),TRUE,"[1, 0, 0, 1, 1, 1, 1, 0, 0, 2, -1, 1, 5, 5, 0, 5, 0, 3]","[{'INP': 32}, {'CONV': [32, 3]}, {'CONV': [64, 5]}, {'CONV': [32, 3]}, {'POOLMAX': [-1, 3]}, {'FLATTEN': None}, {'DENSE': [256, 'relu']}, {'DENSE': [10, 'softmax']}]",L_MODIFY_PARAMS,TPC,GA,S,8,0.69599998,1.361136794,73089758,42.26204967,892650,"[1, 0, 0, 1, 1, 1, 1, 0, 2, 1, 1, 1, 5, 5, 0, 5, 0, 3]","[1, 0, 0, 1, 1, 1, 1, 0, 0, 2, -1, 1, 5, 3, 0, 5, 0, 3]",[],-1,-1,-1
LC-MO(2)[M]-LC-MO(1)[M](2),TRUE,"[1, 0, 0, 1, 1, 1, 1, 0, 2, 1, 1, 1, 5, 3, 0, 5, 0, 3]","[{'INP': 32}, {'CONV': [32, 3]}, {'CONV': [64, 5]}, {'CONV': [32, 7]}, {'CONV': [64, 5]}, {'FLATTEN': None}, {'DENSE': [64, 'relu']}, {'DENSE': [10, 'softmax']}]",L_MODIFY_PARAMS,TPC,GA,S,8,0.630299985,2.273916245,212796094,47.41541958,4398826,"[1, 0, 0, 1, 1, 1, 1, 0, 2, 1, 1, 1, 5, 5, 0, 5, 0, 3]","[1, 0, 0, 1, 1, 1, 1, 0, 0, 2, -1, 1, 5, 3, 0, 5, 0, 3]",[],-1,-1,-1
LC-MO(2)[M]-DN-CL(2)[M](1)[M],TRUE,"[1, 0, 0, 1, 1, 2, 1, 2, 1, 1, 1, 2, 5, 5, 0, 5, 0, 3]","[{'INP': 32}, {'CONV': [32, 3]}, {'CONV': [64, 7]}, {'CONV': [128, 5]}, {'CONV': [64, 7]}, {'FLATTEN': None}, {'DENSE': [256, 'relu']}, {'DENSE': [10, 'softmax']}]",L_MODIFY_PARAMS,TPC,GA,S,8,0.613099992,1.805575013,741329566,68.82066512,17487754,"[1, 0, 0, 1, 1, 1, 1, 0, 2, 1, 1, 1, 5, 5, 0, 5, 0, 3]","[1, 0, 2, 1, 1, 2, 1, 2, 0, 1, 1, 2, 5, 5, 0, 5, 0, 3]","[1, 0, 0, 1, 1, 2, 1, 2, 0, 1, 1, 2, 5, 5, 0, 5, 0, 3]",4,2,1
LC-MO(2)[M]-DN-CL(2)[M](2)[M],TRUE,"[1, 0, 2, 1, 1, 1, 1, 0, 2, 1, 1, 1, 5, 5, 0, 5, 0, 3]","[{'INP': 32}, {'CONV': [32, 7]}, {'CONV': [64, 5]}, {'CONV': [32, 7]}, {'CONV': [64, 5]}, {'FLATTEN': None}, {'DENSE': [256, 'relu']}, {'DENSE': [10, 'softmax']}]",L_MODIFY_PARAMS,TPC,GA,S,8,0.545400023,3.297781229,229313182,53.30801415,16987690,"[1, 0, 0, 1, 1, 1, 1, 0, 2, 1, 1, 1, 5, 5, 0, 5, 0, 3]","[1, 0, 2, 1, 1, 2, 1, 2, 0, 1, 1, 2, 5, 5, 0, 5, 0, 3]","[1, 0, 2, 1, 1, 1, 1, 0, 2, 1, 1, 1, 5, 5, 0, 5, 0, 3]",1,4,0
DN-CL(2)[M]-LC-MO(2)[M](1)[M],TRUE,"[1, 0, 2, 1, 1, 2, 1, 0, 2, 1, 1, 2, 5, 5, 0, 5, 0, 3]","[{'INP': 32}, {'CONV': [32, 7]}, {'CONV': [64, 7]}, {'CONV': [32, 7]}, {'CONV': [64, 7]}, {'FLATTEN': None}, {'DENSE': [256, 'relu']}, {'DENSE': [10, 'softmax']}]",L_MODIFY_PARAMS,TPC,GA,S,8,0.528299987,3.166173935,329976478,56.98419213,17085994,"[1, 0, 2, 1, 1, 2, 1, 2, 0, 1, 1, 2, 5, 5, 0, 5, 0, 3]","[1, 0, 0, 1, 1, 1, 1, 0, 2, 1, 1, 1, 5, 5, 0, 5, 0, 3]","[1, 0, 2, 1, 1, 2, 1, 0, 2, 1, 1, 2, 5, 5, 0, 5, 0, 3]",2,3,0
DN-CL(2)[M]-LC-MO(2)[M](2)[M],TRUE,"[1, 0, 0, 1, 1, 1, 1, 2, 0, 1, 1, 1, 5, 5, 0, 5, 0, 3]","[{'INP': 32}, {'CONV': [32, 3]}, {'CONV': [64, 5]}, {'CONV': [128, 3]}, {'CONV': [64, 5]}, {'FLATTEN': None}, {'DENSE': [256, 'relu']}, {'DENSE': [10, 'softmax']}]",L_MODIFY_PARAMS,TPC,GA,S,8,0.624300003,2.653271437,355453598,55.09899187,17110922,"[1, 0, 2, 1, 1, 2, 1, 2, 0, 1, 1, 2, 5, 5, 0, 5, 0, 3]","[1, 0, 0, 1, 1, 1, 1, 0, 2, 1, 1, 1, 5, 5, 0, 5, 0, 3]","[1, 0, 0, 1, 1, 1, 1, 2, 0, 1, 1, 1, 5, 5, 0, 5, 0, 3]",3,2,0
LC-MO(2)[M]-LC-MO(1)[M](1)[M],TRUE,"[1, 0, 0, 1, 2, 1, 1, 0, 0, 2, -1, 1, 5, 5, 0, 5, 0, 3]","[{'INP': 32}, {'CONV': [32, 3]}, {'CONV': [128, 5]}, {'CONV': [32, 3]}, {'POOLMAX': [-1, 3]}, {'FLATTEN': None}, {'DENSE': [256, 'relu']}, {'DENSE': [10, 'softmax']}]",L_MODIFY_PARAMS,TPC,GA,S,8,0.689599991,1.290975451,144425694,41.86321187,962346,"[1, 0, 0, 1, 1, 1, 1, 0, 2, 1, 1, 1, 5, 5, 0, 5, 0, 3]","[1, 0, 0, 1, 1, 1, 1, 0, 0, 2, -1, 1, 5, 3, 0, 5, 0, 3]","[1, 0, 0, 1, 1, 1, 1, 0, 0, 2, -1, 1, 5, 5, 0, 5, 0, 3]",4,2,1
