ID,isChild,Integer_encoding,Genotype,Mutation type,Crossover type,Search strategy,Type,Epochs,Accuracy,Loss,FLOPs,CPU Sec,Number of Parameters,Parent1,Parent2,Before Mutation,HD_P1,HD_P2,HD_BM
LC-MO(2)[M]-LC-MO(1)[M](2)[M],TRUE,"[1, 0, 0, 1, 1, 1, 1, 0, 2, 1, 1, 1, 5, 3, 0, 5, 0, 3]","[{'INP': 32}, {'CONV': [32, 3]}, {'CONV': [64, 5]}, {'CONV': [32, 7]}, {'CONV': [64, 5]}, {'FLATTEN': None}, {'DENSE': [64, 'relu']}, {'DENSE': [10, 'softmax']}]",L_MODIFY_PARAMS,TPC,GA,S,8,0.602199972,2.552994967,212796094,46.88658595,4398826,"[1, 0, 0, 1, 1, 1, 1, 0, 2, 1, 1, 1, 5, 5, 0, 5, 0, 3]","[1, 0, 0, 1, 1, 1, 1, 0, 0, 2, -1, 1, 5, 3, 0, 5, 0, 3]","[1, 0, 0, 1, 1, 1, 1, 0, 2, 1, 1, 1, 5, 3, 0, 5, 0, 3]",1,3,0
LC,FALSE,"[1, 0, 0, 1, 1, 1, 1, 0, 2, 2, -1, 1, 5, 3, 0, 5, 0, 3]","[{'INP': 32}, {'CONV': [32, 3]}, {'CONV': [64, 5]}, {'CONV': [32, 7]}, {'POOLMAX': [-1, 3]}, {'FLATTEN': None}, {'DENSE': [64, 'relu']}, {'DENSE': [10, 'softmax']}]",L_CHANGE_TYPE,TPC,GA,S,8,0.703800023,0.979790807,156359422,42.25154281,358058,[],[],[],-1,-1,-1
MO,FALSE,"[1, 0, 0, 1, 0, 1, 2, -1, 1, 1, 1, 1, 5, 4, 0, 5, 0, 3]","[{'INP': 32}, {'CONV': [32, 3]}, {'CONV': [32, 5]}, {'POOLMAX': [-1, 3]}, {'CONV': [64, 5]}, {'FLATTEN': None}, {'DENSE': [128, 'relu']}, {'DENSE': [10, 'softmax']}]",L_CHANGE_TYPE,TPC,GA,S,8,0.717999995,1.225806952,33090078,42.61433363,898410,[],[],[],-1,-1,-1
LC-MO(1),TRUE,"[1, 0, 0, 1, 1, 1, 2, -1, 1, 2, -1, 1, 5, 3, 0, 5, 0, 3]","[{'INP': 32}, {'CONV': [32, 3]}, {'CONV': [64, 5]}, {'CONV': [32, 3]}, {'POOLMAX': [-1, 3]}, {'FLATTEN': None}, {'DENSE': [64, 'relu']}, {'DENSE': [10, 'softmax']}]",L_CHANGE_TYPE,TPC,GA,S,8,0.699999988,0.984759986,72473342,41.441329,276138,"[1, 0, 0, 1, 1, 1, 1, 0, 2, 2, -1, 1, 5, 3, 0, 5, 0, 3]","[1, 0, 0, 1, 0, 1, 2, -1, 1, 1, 1, 1, 5, 4, 0, 5, 0, 3]",[],-1,-1,-1
LC-MO(2),TRUE,"[1, 0, 0, 1, 0, 1, 1, 0, 2, 1, 1, 1, 5, 4, 0, 5, 0, 3]","[{'INP': 32}, {'CONV': [32, 3]}, {'CONV': [32, 5]}, {'CONV': [32, 7]}, {'CONV': [64, 5]}, {'FLATTEN': None}, {'DENSE': [128, 'relu']}, {'DENSE': [10, 'softmax']}]",L_CHANGE_TYPE,TPC,GA,S,8,0.613900006,2.119391441,139380062,46.55238366,8518026,"[1, 0, 0, 1, 1, 1, 1, 0, 2, 2, -1, 1, 5, 3, 0, 5, 0, 3]","[1, 0, 0, 1, 0, 1, 2, -1, 1, 1, 1, 1, 5, 4, 0, 5, 0, 3]",[],-1,-1,-1
MO,FALSE,"[1, 0, 0, 1, 0, 1, 2, -1, 1, 1, 1, 1, 5, 4, 0, 5, 0, 3]","[{'INP': 32}, {'CONV': [32, 3]}, {'CONV': [32, 5]}, {'POOLMAX': [-1, 3]}, {'CONV': [64, 5]}, {'FLATTEN': None}, {'DENSE': [128, 'relu']}, {'DENSE': [10, 'softmax']}]",L_CHANGE_TYPE,TPC,GA,S,8,0.718299985,1.196337938,33090078,41.42914104,898410,[],[],[],-1,-1,-1
OP,FALSE,"[1, 1, 2, 2, -1, 1, 1, 1, 2, 3, -1, 1, 5, 4, 0, 5, 0, 3]","[{'INP': 32}, {'CONV': [64, 7]}, {'POOLMAX': [-1, 3]}, {'CONV': [64, 7]}, {'POOLAVG': [-1, 3]}, {'FLATTEN': None}, {'DENSE': [128, 'relu']}, {'DENSE': [10, 'softmax']}]",L_CHANGE_TYPE,TPC,GA,S,8,0.707400024,0.863157511,29846654,38.76709604,285386,[],[],[],-1,-1,-1
MO-OP(1),TRUE,"[1, 0, 0, 1, 0, 1, 1, 1, 2, 3, -1, 1, 5, 4, 0, 5, 0, 3]","[{'INP': 32}, {'CONV': [32, 3]}, {'CONV': [32, 5]}, {'CONV': [64, 7]}, {'POOLAVG': [-1, 3]}, {'FLATTEN': None}, {'DENSE': [128, 'relu']}, {'DENSE': [10, 'softmax']}]",L_CHANGE_TYPE,TPC,GA,S,8,0.700100005,1.155604124,130774494,41.83350563,947562,"[1, 0, 0, 1, 0, 1, 2, -1, 1, 1, 1, 1, 5, 4, 0, 5, 0, 3]","[1, 1, 2, 2, -1, 1, 1, 1, 2, 3, -1, 1, 5, 4, 0, 5, 0, 3]",[],-1,-1,-1
MO-OP(2),TRUE,"[1, 1, 2, 2, -1, 1, 2, -1, 1, 1, 1, 1, 5, 4, 0, 5, 0, 3]","[{'INP': 32}, {'CONV': [64, 7]}, {'CONV': [64, 5]}, {'POOLMAX': [-1, 3]}, {'CONV': [64, 5]}, {'FLATTEN': None}, {'DENSE': [128, 'relu']}, {'DENSE': [10, 'softmax']}]",L_CHANGE_TYPE,TPC,GA,S,8,0.679099977,1.23664403,125649502,41.82163668,1035018,"[1, 0, 0, 1, 0, 1, 2, -1, 1, 1, 1, 1, 5, 4, 0, 5, 0, 3]","[1, 1, 2, 2, -1, 1, 1, 1, 2, 3, -1, 1, 5, 4, 0, 5, 0, 3]",[],-1,-1,-1
DN,FALSE,"[1, 3, 2, 1, 1, 2, 1, 0, 2, 2, -1, 1, 5, 3, 0, 5, 0, 3]","[{'INP': 32}, {'CONV': [256, 7]}, {'CONV': [64, 7]}, {'CONV': [32, 7]}, {'POOLMAX': [-1, 3]}, {'FLATTEN': None}, {'DENSE': [64, 'relu']}, {'DENSE': [10, 'softmax']}]",L_CHANGE_TYPE,TPC,GA,S,8,0.626999974,1.082937479,963779326,70.18682241,1146666,[],[],[],-1,-1,-1
CL,FALSE,"[1, 0, 2, 3, -1, 0, 1, 2, 0, 1, 1, 2, 5, 5, 0, 5, 0, 3]","[{'INP': 32}, {'CONV': [32, 7]}, {'POOLAVG': [-1, 2]}, {'CONV': [128, 3]}, {'CONV': [64, 7]}, {'FLATTEN': None}, {'DENSE': [256, 'relu']}, {'DENSE': [10, 'softmax']}]",L_CHANGE_TYPE,TPC,GA,S,8,0.619000018,1.667527676,121268894,42.68091822,4640330,[],[],[],-1,-1,-1
DN-CL(1),TRUE,"[1, 3, 2, 3, -1, 0, 1, 0, 2, 2, -1, 1, 5, 3, 0, 5, 0, 3]","[{'INP': 32}, {'CONV': [256, 7]}, {'POOLAVG': [-1, 2]}, {'CONV': [32, 7]}, {'POOLMAX': [-1, 3]}, {'FLATTEN': None}, {'DENSE': [64, 'relu']}, {'DENSE': [10, 'softmax']}]",L_CHANGE_TYPE,TPC,GA,S,8,0.61619997,1.105059624,141617358,42.81222177,491242,"[1, 3, 2, 1, 1, 2, 1, 0, 2, 2, -1, 1, 5, 3, 0, 5, 0, 3]","[1, 0, 2, 3, -1, 0, 1, 2, 0, 1, 1, 2, 5, 5, 0, 5, 0, 3]",[],-1,-1,-1
DN-CL(2),TRUE,"[1, 0, 2, 1, 1, 2, 1, 2, 0, 1, 1, 2, 5, 5, 0, 5, 0, 3]","[{'INP': 32}, {'CONV': [32, 7]}, {'CONV': [64, 7]}, {'CONV': [128, 3]}, {'CONV': [64, 7]}, {'FLATTEN': None}, {'DENSE': [256, 'relu']}, {'DENSE': [10, 'softmax']}]",L_CHANGE_TYPE,TPC,GA,S,8,0.100000001,2.302603245,611043998,65.8623538,17360522,"[1, 3, 2, 1, 1, 2, 1, 0, 2, 2, -1, 1, 5, 3, 0, 5, 0, 3]","[1, 0, 2, 3, -1, 0, 1, 2, 0, 1, 1, 2, 5, 5, 0, 5, 0, 3]",[],-1,-1,-1
LC-MO(1)[M],TRUE,"[1, 0, 0, 1, 1, 1, 1, 0, 0, 2, -1, 1, 5, 3, 0, 5, 0, 3]","[{'INP': 32}, {'CONV': [32, 3]}, {'CONV': [64, 5]}, {'CONV': [32, 3]}, {'POOLMAX': [-1, 3]}, {'FLATTEN': None}, {'DENSE': [64, 'relu']}, {'DENSE': [10, 'softmax']}]",L_CHANGE_TYPE,TPC,GA,S,8,0.676900029,1.010935307,72473342,43.02291536,276138,"[1, 0, 0, 1, 1, 1, 1, 0, 2, 2, -1, 1, 5, 3, 0, 5, 0, 3]","[1, 0, 0, 1, 0, 1, 2, -1, 1, 1, 1, 1, 5, 4, 0, 5, 0, 3]","[1, 0, 0, 1, 1, 1, 2, -1, 1, 2, -1, 1, 5, 3, 0, 5, 0, 3]",1,7,3
LC-MO(2)[M],TRUE,"[3, -1, 1, 3, -1, 0, 1, 0, 2, 1, 1, 1, 5, 4, 0, 5, 0, 3]","[{'INP': 32}, {'CONV': [256, 7]}, {'POOLAVG': [-1, 2]}, {'CONV': [32, 7]}, {'CONV': [64, 5]}, {'FLATTEN': None}, {'DENSE': [128, 'relu']}, {'DENSE': [10, 'softmax']}]",L_CHANGE_TYPE,TPC,GA,S,8,0.567300022,1.425948739,156775774,47.27099371,2589162,"[1, 0, 0, 1, 1, 1, 1, 0, 2, 2, -1, 1, 5, 3, 0, 5, 0, 3]","[1, 0, 0, 1, 0, 1, 2, -1, 1, 1, 1, 1, 5, 4, 0, 5, 0, 3]","[1, 0, 0, 1, 0, 1, 1, 0, 2, 1, 1, 1, 5, 4, 0, 5, 0, 3]",9,9,6
MO-OP(1)[M],TRUE,"[2, -1, 0, 1, 0, 1, 1, 1, 2, 1, 0, 1, 5, 4, 0, 5, 0, 3]","[{'INP': 32}, {'POOLMAX': [-1, 2]}, {'CONV': [32, 5]}, {'CONV': [64, 7]}, {'CONV': [32, 5]}, {'FLATTEN': None}, {'DENSE': [128, 'relu']}, {'DENSE': [10, 'softmax']}]",L_CHANGE_TYPE,TPC,GA,S,8,0.573400021,1.507102013,40479582,42.75179386,1204074,"[1, 0, 0, 1, 0, 1, 2, -1, 1, 1, 1, 1, 5, 4, 0, 5, 0, 3]","[1, 1, 2, 2, -1, 1, 1, 1, 2, 3, -1, 1, 5, 4, 0, 5, 0, 3]","[1, 0, 0, 1, 0, 1, 1, 1, 2, 3, -1, 1, 5, 4, 0, 5, 0, 3]",6,7,4
MO-OP(2)[M],TRUE,"[1, 1, 2, 1, 1, 1, 2, -1, 1, 3, -1, 0, 5, 4, 0, 5, 0, 3]","[{'INP': 32}, {'CONV': [64, 7]}, {'CONV': [64, 5]}, {'CONV': [64, 3]}, {'POOLAVG': [-1, 2]}, {'FLATTEN': None}, {'DENSE': [128, 'relu']}, {'DENSE': [10, 'softmax']}]",L_CHANGE_TYPE,TPC,GA,S,8,0.640100002,1.368625879,154469726,43.81937957,2247434,"[1, 0, 0, 1, 0, 1, 2, -1, 1, 1, 1, 1, 5, 4, 0, 5, 0, 3]","[1, 1, 2, 2, -1, 1, 1, 1, 2, 3, -1, 1, 5, 4, 0, 5, 0, 3]","[1, 1, 2, 2, -1, 1, 2, -1, 1, 1, 1, 1, 5, 4, 0, 5, 0, 3]",6,6,5
DN-CL(1)[M],TRUE,"[3, -1, 1, 3, -1, 0, 1, 0, 2, 2, -1, 1, 5, 3, 0, 5, 0, 3]","[{'INP': 32}, {'CONV': [128, 3]}, {'POOLAVG': [-1, 2]}, {'CONV': [32, 7]}, {'POOLMAX': [-1, 3]}, {'FLATTEN': None}, {'DENSE': [64, 'relu']}, {'DENSE': [10, 'softmax']}]",L_CHANGE_TYPE,TPC,GA,S,8,0.672599971,0.943909287,55109838,39.02112961,256234,"[1, 3, 2, 1, 1, 2, 1, 0, 2, 2, -1, 1, 5, 3, 0, 5, 0, 3]","[1, 0, 2, 3, -1, 0, 1, 2, 0, 1, 1, 2, 5, 5, 0, 5, 0, 3]","[1, 3, 2, 3, -1, 0, 1, 0, 2, 2, -1, 1, 5, 3, 0, 5, 0, 3]",6,9,3
DN-CL(2)[M],TRUE,"[1, 0, 2, 1, 1, 2, 1, 2, 0, 1, 1, 2, 5, 5, 0, 5, 0, 3]","[{'INP': 32}, {'CONV': [32, 7]}, {'CONV': [64, 7]}, {'CONV': [128, 3]}, {'CONV': [64, 7]}, {'FLATTEN': None}, {'DENSE': [256, 'relu']}, {'DENSE': [10, 'softmax']}]",L_CHANGE_TYPE,TPC,GA,S,8,0.562600017,2.273486853,611043998,64.55254507,17360522,"[1, 3, 2, 1, 1, 2, 1, 0, 2, 2, -1, 1, 5, 3, 0, 5, 0, 3]","[1, 0, 2, 3, -1, 0, 1, 2, 0, 1, 1, 2, 5, 5, 0, 5, 0, 3]","[1, 0, 2, 1, 1, 2, 1, 2, 0, 1, 1, 2, 5, 5, 0, 5, 0, 3]",7,3,0
LC-MO(2)[M],FALSE,"[3, -1, 1, 3, -1, 0, 1, 0, 2, 1, 1, 1, 5, 4, 0, 5, 0, 3]","[{'INP': 32}, {'CONV': [256, 7]}, {'POOLAVG': [-1, 2]}, {'CONV': [32, 7]}, {'CONV': [64, 5]}, {'FLATTEN': None}, {'DENSE': [128, 'relu']}, {'DENSE': [10, 'softmax']}]",L_CHANGE_TYPE,TPC,GA,S,8,0.574899971,1.59443748,156775774,46.76348853,2589162,[],[],[],9,9,6
DN-CL(2)[M],FALSE,"[1, 0, 2, 1, 1, 2, 1, 2, 0, 1, 1, 2, 5, 5, 0, 5, 0, 3]","[{'INP': 32}, {'CONV': [32, 7]}, {'CONV': [64, 7]}, {'CONV': [128, 3]}, {'CONV': [64, 7]}, {'FLATTEN': None}, {'DENSE': [256, 'relu']}, {'DENSE': [10, 'softmax']}]",L_CHANGE_TYPE,TPC,GA,S,8,0.100000001,2.302612782,611043998,64.51382136,17360522,[],[],[],7,3,0
LC-MO(2)[M]-DN-CL(2)[M](1),TRUE,"[1, 3, 2, 1, 1, 2, 1, 2, 0, 1, 1, 1, 5, 4, 0, 5, 0, 3]","[{'INP': 32}, {'CONV': [256, 7]}, {'CONV': [64, 7]}, {'CONV': [128, 3]}, {'CONV': [64, 5]}, {'FLATTEN': None}, {'DENSE': [128, 'relu']}, {'DENSE': [10, 'softmax']}]",L_CHANGE_TYPE,TPC,GA,S,8,0.100000001,2.302628279,1154483550,80.47238135,9509514,"[3, -1, 1, 3, -1, 0, 1, 0, 2, 1, 1, 1, 5, 4, 0, 5, 0, 3]","[1, 0, 2, 1, 1, 2, 1, 2, 0, 1, 1, 2, 5, 5, 0, 5, 0, 3]",[],-1,-1,-1
LC-MO(2)[M]-DN-CL(2)[M](2),TRUE,"[1, 0, 2, 3, -1, 0, 1, 0, 2, 1, 1, 2, 5, 5, 0, 5, 0, 3]","[{'INP': 32}, {'CONV': [32, 7]}, {'POOLAVG': [-1, 2]}, {'CONV': [32, 7]}, {'CONV': [64, 7]}, {'FLATTEN': None}, {'DENSE': [256, 'relu']}, {'DENSE': [10, 'softmax']}]",L_CHANGE_TYPE,TPC,GA,S,8,0.565900028,2.387682438,47594142,43.23551607,4352490,"[3, -1, 1, 3, -1, 0, 1, 0, 2, 1, 1, 1, 5, 4, 0, 5, 0, 3]","[1, 0, 2, 1, 1, 2, 1, 2, 0, 1, 1, 2, 5, 5, 0, 5, 0, 3]",[],-1,-1,-1
LC-MO(2)[M],FALSE,"[3, -1, 1, 3, -1, 0, 1, 0, 2, 1, 1, 1, 5, 4, 0, 5, 0, 3]","[{'INP': 32}, {'CONV': [256, 7]}, {'POOLAVG': [-1, 2]}, {'CONV': [32, 7]}, {'CONV': [64, 5]}, {'FLATTEN': None}, {'DENSE': [128, 'relu']}, {'DENSE': [10, 'softmax']}]",L_CHANGE_TYPE,TPC,GA,S,8,0.100000001,2.302642822,156775774,46.25024176,2589162,[],[],[],9,9,6
DN-CL(2)[M],FALSE,"[1, 0, 2, 1, 1, 2, 1, 2, 0, 1, 1, 2, 5, 5, 0, 5, 0, 3]","[{'INP': 32}, {'CONV': [32, 7]}, {'CONV': [64, 7]}, {'CONV': [128, 3]}, {'CONV': [64, 7]}, {'FLATTEN': None}, {'DENSE': [256, 'relu']}, {'DENSE': [10, 'softmax']}]",L_CHANGE_TYPE,TPC,GA,S,8,0.100000001,2.302641392,611043998,64.46648812,17360522,[],[],[],7,3,0
LC-MO(2)[M]-DN-CL(2)[M](1),TRUE,"[1, 3, 2, 3, -1, 0, 1, 0, 2, 1, 1, 2, 5, 4, 0, 5, 0, 3]","[{'INP': 32}, {'CONV': [256, 7]}, {'POOLAVG': [-1, 2]}, {'CONV': [32, 7]}, {'CONV': [64, 7]}, {'FLATTEN': None}, {'DENSE': [128, 'relu']}, {'DENSE': [10, 'softmax']}]",L_CHANGE_TYPE,TPC,GA,S,8,0.543900013,1.770472884,169358686,47.15933442,2638314,"[3, -1, 1, 3, -1, 0, 1, 0, 2, 1, 1, 1, 5, 4, 0, 5, 0, 3]","[1, 0, 2, 1, 1, 2, 1, 2, 0, 1, 1, 2, 5, 5, 0, 5, 0, 3]",[],-1,-1,-1
LC-MO(2)[M]-DN-CL(2)[M](2),TRUE,"[1, 0, 2, 1, 1, 2, 1, 2, 0, 1, 1, 1, 5, 5, 0, 5, 0, 3]","[{'INP': 32}, {'CONV': [32, 7]}, {'CONV': [64, 7]}, {'CONV': [128, 3]}, {'CONV': [64, 5]}, {'FLATTEN': None}, {'DENSE': [256, 'relu']}, {'DENSE': [10, 'softmax']}]",L_CHANGE_TYPE,TPC,GA,S,8,0.100000001,2.302649736,409717406,57.56393218,17163914,"[3, -1, 1, 3, -1, 0, 1, 0, 2, 1, 1, 1, 5, 4, 0, 5, 0, 3]","[1, 0, 2, 1, 1, 2, 1, 2, 0, 1, 1, 2, 5, 5, 0, 5, 0, 3]",[],-1,-1,-1
LC-MO(1)[M],FALSE,"[1, 0, 0, 1, 1, 1, 1, 0, 0, 2, -1, 1, 5, 3, 0, 5, 0, 3]","[{'INP': 32}, {'CONV': [32, 3]}, {'CONV': [64, 5]}, {'CONV': [32, 3]}, {'POOLMAX': [-1, 3]}, {'FLATTEN': None}, {'DENSE': [64, 'relu']}, {'DENSE': [10, 'softmax']}]",L_CHANGE_TYPE,TPC,GA,S,8,0.695800006,0.981968939,72473342,41.46872735,276138,[],[],[],1,7,3
MO-OP(2)[M],FALSE,"[1, 1, 2, 1, 1, 1, 2, -1, 1, 3, -1, 0, 5, 4, 0, 5, 0, 3]","[{'INP': 32}, {'CONV': [64, 7]}, {'CONV': [64, 5]}, {'CONV': [64, 3]}, {'POOLAVG': [-1, 2]}, {'FLATTEN': None}, {'DENSE': [128, 'relu']}, {'DENSE': [10, 'softmax']}]",L_CHANGE_TYPE,TPC,GA,S,8,0.636500001,1.770545363,154469726,42.51742363,2247434,[],[],[],6,6,5
LC-MO(1)[M]-MO-OP(2)[M](1),TRUE,"[1, 0, 0, 1, 1, 1, 1, 0, 0, 2, -1, 1, 5, 3, 0, 5, 0, 3]","[{'INP': 32}, {'CONV': [32, 3]}, {'CONV': [64, 5]}, {'CONV': [32, 3]}, {'POOLMAX': [-1, 3]}, {'FLATTEN': None}, {'DENSE': [64, 'relu']}, {'DENSE': [10, 'softmax']}]",L_CHANGE_TYPE,TPC,GA,S,8,0.701900005,0.931377709,72473342,40.79265833,276138,"[1, 0, 0, 1, 1, 1, 1, 0, 0, 2, -1, 1, 5, 3, 0, 5, 0, 3]","[1, 1, 2, 1, 1, 1, 2, -1, 1, 3, -1, 0, 5, 4, 0, 5, 0, 3]",[],-1,-1,-1
LC-MO(1)[M]-MO-OP(2)[M](2),TRUE,"[1, 1, 2, 1, 1, 1, 1, 1, 0, 3, -1, 0, 5, 4, 0, 5, 0, 3]","[{'INP': 32}, {'CONV': [64, 7]}, {'CONV': [64, 5]}, {'CONV': [64, 3]}, {'POOLAVG': [-1, 2]}, {'FLATTEN': None}, {'DENSE': [128, 'relu']}, {'DENSE': [10, 'softmax']}]",L_CHANGE_TYPE,TPC,GA,S,8,0.622699976,1.779817343,154469726,42.07648683,2247434,"[1, 0, 0, 1, 1, 1, 1, 0, 0, 2, -1, 1, 5, 3, 0, 5, 0, 3]","[1, 1, 2, 1, 1, 1, 2, -1, 1, 3, -1, 0, 5, 4, 0, 5, 0, 3]",[],-1,-1,-1
LC-MO(2)[M]-DN-CL(2)[M](1)[M],TRUE,"[1, 3, 2, 1, 1, 2, 3, -1, 1, 3, -1, 1, 5, 4, 0, 5, 0, 3]","[{'INP': 32}, {'CONV': [256, 7]}, {'CONV': [64, 7]}, {'CONV': [256, 5]}, {'POOLAVG': [-1, 3]}, {'FLATTEN': None}, {'DENSE': [128, 'relu']}, {'DENSE': [10, 'softmax']}]",L_CHANGE_TYPE,TPC,GA,S,8,0.638899982,1.422491193,1283737438,79.12525749,4528842,"[3, -1, 1, 3, -1, 0, 1, 0, 2, 1, 1, 1, 5, 4, 0, 5, 0, 3]","[1, 0, 2, 1, 1, 2, 1, 2, 0, 1, 1, 2, 5, 5, 0, 5, 0, 3]","[1, 3, 2, 1, 1, 2, 1, 2, 0, 1, 1, 1, 5, 4, 0, 5, 0, 3]",11,8,5
LC-MO(2)[M]-DN-CL(2)[M](2)[M],TRUE,"[1, 0, 2, 3, -1, 0, 1, 0, 2, 1, 1, 2, 5, 5, 0, 5, 0, 3]","[{'INP': 32}, {'CONV': [32, 7]}, {'POOLAVG': [-1, 2]}, {'CONV': [32, 7]}, {'CONV': [64, 7]}, {'FLATTEN': None}, {'DENSE': [256, 'relu']}, {'DENSE': [10, 'softmax']}]",L_CHANGE_TYPE,TPC,GA,S,8,0.576300025,2.154834032,47594142,43.45454407,4352490,"[3, -1, 1, 3, -1, 0, 1, 0, 2, 1, 1, 1, 5, 4, 0, 5, 0, 3]","[1, 0, 2, 1, 1, 2, 1, 2, 0, 1, 1, 2, 5, 5, 0, 5, 0, 3]","[1, 0, 2, 3, -1, 0, 1, 0, 2, 1, 1, 2, 5, 5, 0, 5, 0, 3]",5,5,0
LC-MO(2)[M]-DN-CL(2)[M](1)[M],TRUE,"[1, 3, 2, 3, -1, 0, 1, 0, 2, 1, 1, 2, 5, 4, 0, 5, 0, 3]","[{'INP': 32}, {'CONV': [256, 7]}, {'POOLAVG': [-1, 2]}, {'CONV': [32, 7]}, {'CONV': [64, 7]}, {'FLATTEN': None}, {'DENSE': [128, 'relu']}, {'DENSE': [10, 'softmax']}]",L_CHANGE_TYPE,TPC,GA,S,8,0.100000001,2.302615404,169358686,47.12039566,2638314,"[3, -1, 1, 3, -1, 0, 1, 0, 2, 1, 1, 1, 5, 4, 0, 5, 0, 3]","[1, 0, 2, 1, 1, 2, 1, 2, 0, 1, 1, 2, 5, 5, 0, 5, 0, 3]","[1, 3, 2, 3, -1, 0, 1, 0, 2, 1, 1, 2, 5, 4, 0, 5, 0, 3]",4,7,0
LC-MO(2)[M]-DN-CL(2)[M](2)[M],TRUE,"[1, 0, 2, 1, 1, 2, 3, -1, 0, 1, 1, 1, 5, 5, 0, 5, 0, 3]","[{'INP': 32}, {'CONV': [32, 7]}, {'CONV': [64, 7]}, {'POOLAVG': [-1, 2]}, {'CONV': [64, 5]}, {'FLATTEN': None}, {'DENSE': [256, 'relu']}, {'DENSE': [10, 'softmax']}]",L_CHANGE_TYPE,TPC,GA,S,8,0.629000008,2.066793442,138078878,43.33044934,4404746,"[3, -1, 1, 3, -1, 0, 1, 0, 2, 1, 1, 1, 5, 4, 0, 5, 0, 3]","[1, 0, 2, 1, 1, 2, 1, 2, 0, 1, 1, 2, 5, 5, 0, 5, 0, 3]","[1, 0, 2, 1, 1, 2, 1, 2, 0, 1, 1, 1, 5, 5, 0, 5, 0, 3]",10,3,2
LC-MO(1)[M]-MO-OP(2)[M](1)[M],TRUE,"[1, 0, 0, 1, 1, 1, 1, 0, 0, 2, -1, 1, 5, 3, 0, 5, 0, 3]","[{'INP': 32}, {'CONV': [32, 3]}, {'CONV': [64, 5]}, {'CONV': [32, 3]}, {'POOLMAX': [-1, 3]}, {'FLATTEN': None}, {'DENSE': [64, 'relu']}, {'DENSE': [10, 'softmax']}]",L_CHANGE_TYPE,TPC,GA,S,8,0.700200021,0.937183619,72473342,40.98821044,276138,"[1, 0, 0, 1, 1, 1, 1, 0, 0, 2, -1, 1, 5, 3, 0, 5, 0, 3]","[1, 1, 2, 1, 1, 1, 2, -1, 1, 3, -1, 0, 5, 4, 0, 5, 0, 3]","[1, 0, 0, 1, 1, 1, 1, 0, 0, 2, -1, 1, 5, 3, 0, 5, 0, 3]",0,8,0
LC-MO(1)[M]-MO-OP(2)[M](2)[M],TRUE,"[2, -1, 0, 1, 1, 1, 1, 1, 0, 3, -1, 0, 5, 4, 0, 5, 0, 3]","[{'INP': 32}, {'POOLMAX': [-1, 2]}, {'CONV': [64, 5]}, {'CONV': [64, 3]}, {'POOLAVG': [-1, 2]}, {'FLATTEN': None}, {'DENSE': [128, 'relu']}, {'DENSE': [10, 'softmax']}]",L_CHANGE_TYPE,TPC,GA,S,8,0.631099999,1.106243491,11217758,37.14446902,567498,"[1, 0, 0, 1, 1, 1, 1, 0, 0, 2, -1, 1, 5, 3, 0, 5, 0, 3]","[1, 1, 2, 1, 1, 1, 2, -1, 1, 3, -1, 0, 5, 4, 0, 5, 0, 3]","[1, 1, 2, 1, 1, 1, 1, 1, 0, 3, -1, 0, 5, 4, 0, 5, 0, 3]",6,6,3
